Provider ID	Hospital Name	Address	City	State	ZIP Code	Hospital Type	Hospital Ownership	Hospital overall rating	Mortality national comparison	Safety of care national comparison	Readmission national comparison	Effectiveness of care national comparison
280111	COLUMBUS COMMUNITY HOSPITAL	4600 38TH ST	COLUMBUS	NE	68601	Acute Care Hospitals	Voluntary non-profit - Other	4	Same as the national average	Above the national average	Above the national average	Same as the national average
280125	FAITH REGIONAL HEALTH SERVICES	2700 WEST NORFOLK AVE	NORFOLK	NE	68701	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Above the national average	Above the national average	Same as the national average
280127	LINCOLN SURGICAL HOSPITAL	"1710 SOUTH 70TH ST, SUITE 200"	LINCOLN	NE	68506	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Not Available
280128	CHI HEALTH NEBRASKA HEART	7500 SOUTH 91ST ST	LINCOLN	NE	68526	Acute Care Hospitals	Voluntary non-profit - Private	5	Same as the national average	Not Available	Above the national average	Not Available
280129	NEBRASKA ORTHOPAEDIC HOSPITAL	2808 SOUTH 143RD PLZ	OMAHA	NE	68144	Acute Care Hospitals	Physician	5	Not Available	Above the national average	Not Available	Same as the national average
280130	CHI HEALTH LAKESIDE	16901 LAKESIDE HILLS CT	OMAHA	NE	68130	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Below the national average	Same as the national average	Same as the national average
280131	MIDWEST SURGICAL HOSPITAL LLC	7915 FARNAM DRIVE	OMAHA	NE	68114	Acute Care Hospitals	Physician	Not Available	Not Available	Not Available	Not Available	Not Available
280132	BELLEVUE MEDICAL CENTER	2500 BELLEVUE MEDICAL CENTER DR	BELLEVUE	NE	68123	Acute Care Hospitals	Proprietary	3	Below the national average	Same as the national average	Same as the national average	Same as the national average
280133	"NEBRASKA SPINE HOSPITAL, LLC"	"P O BOX 34400, 6901 NORTH 72ND ST, STE 20300"	OMAHA	NE	68122	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Not Available
280134	KEARNEY REGIONAL MEDICAL CENTER	804 22ND AVENUE	KEARNEY	NE	68845	Acute Care Hospitals	Proprietary	3	Not Available	Same as the national average	Below the national average	Same as the national average
281300	HARLAN COUNTY HEALTH SYSTEM	"P O BOX 836, 717 NORTH BROWN ST"	ALMA	NE	68920	Critical Access Hospitals	Voluntary non-profit - Other	Not Available	Not Available	Not Available	Not Available	Same as the national average
281301	FILLMORE COUNTY HOSPITAL	"P O BOX 193, 1900 F STREET"	GENEVA	NE	68361	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Same as the national average	Same as the national average
281302	PAWNEE COUNTY MEMORIAL HOSPITAL	"P O BOX 433, 600 I ST"	PAWNEE CITY	NE	68420	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Same as the national average
281303	NIOBRARA VALLEY HOSPITAL	"P O BOX 118, 401 SOUTH 5TH STREET"	LYNCH	NE	68746	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
281304	THAYER COUNTY HEALTH SERVICES	120 PARK AVE	HEBRON	NE	68370	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Same as the national average	Not Available
281305	KIMBALL HEALTH SERVICES	505 SOUTH BURG ST	KIMBALL	NE	69145	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
281306	KEARNEY COUNTY HEALTH SERVICES HOSPITAL	727 EAST 1ST ST	MINDEN	NE	68959	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Same as the national average
281307	SAUNDERS MEDICAL CENTER	1760 COUNTY RD J	WAHOO	NE	68066	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Same as the national average
281308	HENDERSON HEALTH CARE SERVICES	1621 FRONT STREET	HENDERSON	NE	68371	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
281309	COMMUNITY MEMORIAL HOSPITAL	"P O BOX N, 1579 MIDLAND ST"	SYRACUSE	NE	68446	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
281310	REGIONAL WEST GARDEN COUNTY HOSPITAL	1100 WEST 2ND ST	OSHKOSH	NE	69154	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
281311	FRANKLIN COUNTY MEMORIAL HOSPITAL	1406 Q ST	FRANKLIN	NE	68939	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
281312	GENOA COMMUNITY HOSPITAL	"P O BOX 310, 706 EWING AVE"	GENOA	NE	68640	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
281313	GOTHENBURG MEMORIAL HOSPITAL	910 20TH ST	GOTHENBURG	NE	69138	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Same as the national average
281314	ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER	"P O BOX 428, 531 BEEBE ST"	OSCEOLA	NE	68651	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Same as the national average
281315	BRODSTONE MEMORIAL HOSP	"P O BOX 187, 520 EAST 10TH ST"	SUPERIOR	NE	68978	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
281316	WEBSTER COUNTY COMMUNITY HOSPITAL	"P O BOX 465, 621 N FRANKLIN ST"	RED CLOUD	NE	68970	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
281318	MORRILL COUNTY COMMUNITY HOSPITAL	1313 S STREET	BRIDGEPORT	NE	69336	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
281319	JEFFERSON COMMUNITY HEALTH CENTER	"P O BOX 277, 2200 H ST"	FAIRBURY	NE	68352	Critical Access Hospitals	Voluntary non-profit - Private	3	Not Available	Not Available	Same as the national average	Same as the national average
281320	MEMORIAL HOSPITAL	1423 SEVENTH ST	AURORA	NE	68818	Critical Access Hospitals	Voluntary non-profit - Private	3	Not Available	Not Available	Same as the national average	Same as the national average
281321	OAKLAND MERCY HOSPITAL	601 EAST SECOND ST	OAKLAND	NE	68045	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Same as the national average
281322	ST FRANCIS MEMORIAL HOSPITAL	430 NORTH MONITOR ST	WEST POINT	NE	68788	Critical Access Hospitals	Voluntary non-profit - Private	4	Same as the national average	Not Available	Same as the national average	Same as the national average
281323	CHI HEALTH SCHUYLER	104 WEST 17TH ST	SCHUYLER	NE	68661	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
281324	NEMAHA COUNTY HOSPITAL	2022  13TH ST	AUBURN	NE	68305	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Same as the national average
281325	BROWN COUNTY HOSPITAL	945 EAST ZERO ST	AINSWORTH	NE	69210	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
281326	ANTELOPE MEMORIAL HOSPITAL	"P O BOX 229, 102 WEST 9TH ST"	NELIGH	NE	68756	Critical Access Hospitals	Voluntary non-profit - Private	3	Not Available	Not Available	Same as the national average	Same as the national average
281327	COZAD COMMUNITY HOSPITAL	"P O BOX 108, 300 EAST 12TH ST"	COZAD	NE	69130	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Same as the national average	Not Available
281328	LITZENBERG MEMORIAL COUNTY HOSPITAL	1715  26TH ST	CENTRAL CITY	NE	68826	Critical Access Hospitals	Government - Local	3	Not Available	Not Available	Same as the national average	Same as the national average
281329	AVERA ST ANTHONY'S HOSPITAL	300 NORTH 2ND ST	O' NEILL	NE	68763	Critical Access Hospitals	Voluntary non-profit - Church	3	Same as the national average	Not Available	Same as the national average	Same as the national average
281330	WARREN MEMORIAL HOSPITAL	905 SECOND ST	FRIEND	NE	68359	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
281331	AVERA CREIGHTON HOSPITAL	"P O BOX 186, 1503 MAIN ST"	CREIGHTON	NE	68729	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Same as the national average	Not Available
281332	BUTLER COUNTY HEALTH CARE CENTER	372 SOUTH 9TH ST	DAVID CITY	NE	68632	Critical Access Hospitals	Government - Local	3	Not Available	Not Available	Same as the national average	Same as the national average
281333	ROCK COUNTY HOSPITAL	102 EAST SOUTH STREET	BASSETT	NE	68714	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
281334	BOONE COUNTY HEALTH CENTER	"P O BOX 151, 723 WEST FAIRVIEW ST"	ALBION	NE	68620	Critical Access Hospitals	Government - Local	4	Same as the national average	Not Available	Same as the national average	Same as the national average
281335	CALLAWAY DISTRICT HOSPITAL	"P O BOX 100, 211 E KIMBALL ST"	CALLAWAY	NE	68825	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Same as the national average
281336	YORK GENERAL HOSPITAL	2222 LINCOLN AVE	YORK	NE	68467	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Same as the national average
281338	HOWARD COUNTY MEDICAL CENTER	"P O BOX 406, 1113 SHERMAN ST"	ST PAUL	NE	68873	Critical Access Hospitals	Voluntary non-profit - Other	3	Same as the national average	Not Available	Same as the national average	Same as the national average
281339	MEMORIAL HEALTH CARE SYSTEMS	300 NORTH COLUMBIA AVE	SEWARD	NE	68434	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Not Available
281340	DUNDY COUNTY HOSPITAL	"P O BOX 626, 1313 NORTH CHEYENNE ST"	BENKELMAN	NE	69021	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Same as the national average
281341	CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES	825 CENTENNIAL DRIVE	CHADRON	NE	69337	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Not Available
281342	CHI HEALTH ST MARY'S	1301 GRUNDMAN BLVD	NEBRASKA CITY	NE	68410	Critical Access Hospitals	Voluntary non-profit - Church	3	Not Available	Not Available	Same as the national average	Same as the national average
281343	WEST HOLT MEMORIAL HOSPITAL	406 W NEELY ST	ATKINSON	NE	68713	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Same as the national average	Not Available
281344	CHERRY COUNTY HOSPITAL	"P O BOX 410, 510 NORTH GREEN ST"	VALENTINE	NE	69201	Critical Access Hospitals	Government - Local	3	Not Available	Not Available	Same as the national average	Not Available
281345	PROVIDENCE MEDICAL CENTER	1200 PROVIDENCE RD	WAYNE	NE	68787	Critical Access Hospitals	Voluntary non-profit - Private	3	Not Available	Not Available	Same as the national average	Same as the national average
281346	CHI HEALTH PLAINVIEW	"P O BOX 489, 704 NORTH THIRD ST"	PLAINVIEW	NE	68769	Critical Access Hospitals	Voluntary non-profit - Church	Not Available	Not Available	Not Available	Not Available	Same as the national average
281347	OSMOND GENERAL HOSPITAL	"P O BOX 429, 402 NORTH MAPLE ST"	OSMOND	NE	68765	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
281348	TRI VALLEY HEALTH SYSTEM	1305 WEST HIGHWAY 6/34	CAMBRIDGE	NE	69022	Critical Access Hospitals	Voluntary non-profit - Private	4	Same as the national average	Not Available	Same as the national average	Below the national average
281349	PENDER COMMUNITY HOSPITAL	"P O BOX 100, 100 HOSPITAL DRIVE"	PENDER	NE	68047	Critical Access Hospitals	Government - Hospital District or Authority	4	Same as the national average	Not Available	Same as the national average	Same as the national average
281350	JOHNSON COUNTY HOSPITAL	202 HIGH ST	TECUMSEH	NE	68450	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Same as the national average	Not Available
281351	CHASE COUNTY COMMUNITY HOSPITAL	"P O BOX 819, 600 W 12TH ST"	IMPERIAL	NE	69033	Critical Access Hospitals	Government - Local	Not Available	Not Available	Not Available	Not Available	Not Available
281352	"COMMUNITY MEDICAL CENTER, INC"	"P O BOX 399, 3307 BARADA ST"	FALLS CITY	NE	68355	Critical Access Hospitals	Voluntary non-profit - Private	4	Same as the national average	Not Available	Same as the national average	Same as the national average
281353	VALLEY COUNTY HEALTH SYSTEM	2707 L STREET	ORD	NE	68862	Critical Access Hospitals	Government - Local	3	Not Available	Not Available	Same as the national average	Not Available
281354	CRETE AREA MEDICAL CENTER	"P O BOX 220, 2910 BETTEN DR"	CRETE	NE	68333	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Same as the national average
281355	OGALLALA COMMUNITY HOSPITAL	2601 NORTH SPRUCE ST	OGALLALA	NE	69153	Critical Access Hospitals	Government - Hospital District or Authority	3	Same as the national average	Not Available	Same as the national average	Same as the national average
281356	PERKINS COUNTY HEALTH SERVICES	900 LINCOLN AVE	GRANT	NE	69140	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
281357	SIDNEY REGIONAL MEDICAL CENTER	1000 POLE CREEK CROSSING	SIDNEY	NE	69162	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Not Available
281358	GORDON MEMORIAL HOSPITAL DISTRICT	300 EAST 8TH ST	GORDON	NE	69343	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Same as the national average
281359	MEMORIAL COMMUNITY HOSPITAL MCH & HEALTH SYSTEM	810 NORTH 22ND ST	BLAIR	NE	68008	Critical Access Hospitals	Voluntary non-profit - Private	3	Not Available	Not Available	Same as the national average	Same as the national average
281360	BOX BUTTE GENERAL HOSPITAL	"P O BOX 810, 2101 BOX BUTTE AVE"	ALLIANCE	NE	69301	Critical Access Hospitals	Government - Local	3	Same as the national average	Not Available	Same as the national average	Not Available
281361	LEXINGTON REGIONAL HEALTH CENTER	"P O BOX 980, 1201 NORTH ERIE ST"	LEXINGTON	NE	68850	Critical Access Hospitals	Government - Hospital District or Authority	3	Same as the national average	Not Available	Same as the national average	Same as the national average
